,year,team,Conference,Division,AverageHomeAttendance,CoachFirst,CoachLast,RSGamesCoached,POGamesCoached,PointsScoredPG,PointsAllowedPG,YardsGainedPG,YardsAllowedPG,TurnoversTotal,TurnoversCausedTotal,SeasonWins,SeasonLosses,SeasonTies,DivisionWins,DivisionLosses,DivisionTies,DivisionRank,ConferenceWins,ConferenceLosses,ConferenceTies,Playoffs,PlayoffWins,WonConference,WonSB
125,2004,TEN,AFC,South,68901.25,Jeff,Fisher,16,0,21.5,27.4375,342.9375,357.75,31,30,5,11,0,1,5,0,4,3,9,0,0,0,0,0
126,2004,WAS,NFC,East,87833.75,Joe,Gibbs,16,0,15,16.5625,274.8125,267.5625,27,26,6,10,0,1,5,0,4,6,6,0,0,0,0,0
127,2005,ARI,NFC,West,50129.375,Dennis,Green,16,0,19.4375,24.1875,348.4375,295.5625,37,26,5,11,0,3,3,0,3,4,8,0,0,0,0,0
128,2005,ATL,NFC,South,70638.25,Jim,Mora,16,0,21.9375,21.3125,326.5625,325,29,29,8,8,0,2,4,0,3,5,7,0,0,0,0,0
129,2005,BAL,AFC,North,70384.5,Brian,Billick,16,0,16.5625,18.6875,293.3125,284.3125,36,26,6,10,0,2,4,0,3,4,8,0,0,0,0,0
130,2005,BUF,AFC,East,71906,Mike,Mularkey,16,0,16.9375,22.9375,257.625,343.5,26,30,5,11,0,2,4,0,3,5,7,0,0,0,0,0
131,2005,CAR,NFC,South,73462.5,John,Fox,16,3,24.4375,16.1875,309.375,282.625,26,42,11,5,0,4,2,0,2,8,4,0,1,2,0,0
132,2005,CHI,NFC,North,62120.625,Lovie,Smith,16,1,16.25,12.625,256.3125,281.8125,28,34,11,5,0,5,1,0,1,10,2,0,1,0,0,0
133,2005,CIN,AFC,North,65808.625,Marvin,Lewis,16,1,26.3125,21.875,358.125,338.6875,20,44,11,5,0,5,1,0,1,7,5,0,1,0,0,0
134,2005,CLE,AFC,North,72291.25,Romeo,Crennel,16,0,14.5,18.8125,284.375,316.8125,30,23,6,10,0,1,5,0,4,4,8,0,0,0,0,0
135,2005,DAL,NFC,East,63157.25,Bill,Parcells,16,0,20.3125,19.25,325.125,300.875,31,26,9,7,0,3,3,0,3,7,5,0,0,0,0,0
136,2005,DEN,AFC,West,76098.75,Mike,Shanahan,16,2,24.6875,16.125,360.375,312.875,16,36,13,3,0,5,1,0,1,10,2,0,1,1,0,0
137,2005,DET,NFC,North,"61576.0, 61562.0","Steve,Dick","Mariucci (Weeks:1-12),Jauron (Weeks:13-17)","11,5",0,"15.818181818181818, 16.0","20.0, 25.0","272.54545454545456, 264.2","313.90909090909093, 341.0","22.0, 8.0","24.0, 7.0","4, 1","7, 4","0, 0","1, 0","3, 2","0, 0",3,"2, 1","7, 2","0, 0",0,0,0,0
138,2005,GB,NFC,North,70302.375,Mike,Sherman,16,0,18.625,21.5,319.875,293.125,45,21,4,12,0,1,5,0,4,4,8,0,0,0,0,0
139,2005,HOU,AFC,South,70299.625,Dom,Capers,16,0,16.25,26.9375,253.3125,364,24,16,2,14,0,0,6,0,4,1,11,0,0,0,0,0
140,2005,IND,AFC,South,57171.625,Tony,Dungy,16,1,27.4375,15.4375,362.4375,307.0625,19,31,14,2,0,6,0,0,1,11,1,0,1,0,0,0
141,2005,JAX,AFC,South,65689.875,Jack,Del Rio,16,1,22.5625,16.8125,321.8125,290.9375,17,28,12,4,0,4,2,0,2,9,3,0,1,0,0,0
142,2005,KC,AFC,West,77915.625,Dick,Vermeil,16,0,25.1875,20.3125,387,328.0625,23,31,10,6,0,4,2,0,2,9,3,0,0,0,0,0
143,2005,MIA,AFC,East,71907,Nick,Saban,16,0,19.875,19.8125,324.875,317.375,30,31,9,7,0,3,3,0,2,7,5,0,0,0,0,0
144,2005,MIN,NFC,North,63995,Mike,Tice,16,0,19.125,21.5,288.3125,323.3125,30,35,9,7,0,5,1,0,2,8,4,0,0,0,0,0
145,2005,NE,AFC,East,68756,Bill,Belichick,16,2,23.6875,21.125,352,330.1875,24,18,10,6,0,5,1,0,1,7,5,0,1,1,0,0
146,2005,NO,NFC,South,52158.75,Jim,Haslett,16,0,14.6875,24.875,314.4375,312.125,43,19,3,13,0,1,5,0,4,1,11,0,0,0,0,0
147,2005,NYG,NFC,East,78564.875,Tom,Coughlin,16,1,26.375,19.625,361.6875,327.5,25,37,11,5,0,4,2,0,1,8,4,0,1,0,0,0
148,2005,NYJ,AFC,East,77494.75,Herman,Edwards,16,0,15,22.1875,248.125,308.75,34,28,4,12,0,2,4,0,4,3,9,0,0,0,0,0
149,2005,OAK,AFC,West,52306.25,Norv,Turner,16,0,18.125,23.9375,309.4375,330.75,23,19,4,12,0,0,6,0,4,2,10,0,0,0,0,0
150,2005,PHI,NFC,East,67674.125,Andy,Reid,16,0,19.375,24.25,319.3125,325.375,34,27,6,10,0,0,6,0,4,3,9,0,0,0,0,0
151,2005,PIT,AFC,North,63429.25,Bill,Cowher,16,4,24.3125,16.125,321.8125,284,23,30,11,5,0,4,2,0,2,7,5,0,1,4,1,1
152,2005,SD,AFC,West,66239.5,Marty,Schottenheimer,16,0,26.125,19.5,347.9375,309.25,28,20,9,7,0,3,3,0,3,7,5,0,0,0,0,0
153,2005,SEA,NFC,West,66619.25,Mike,Holmgren,16,3,28.25,16.9375,369.6875,316.8125,17,27,13,3,0,6,0,0,1,10,2,0,1,2,1,0
154,2005,SF,NFC,West,65428.25,Mike,Nolan,16,0,14.9375,26.75,224.1875,391.1875,35,26,4,12,0,2,4,0,4,3,9,0,0,0,0,0
155,2005,STL,NFC,West,"65771.0, 65357.166666666664","Mike,Joe","Martz (Weeks:1-5) ,Vitt (Weeks:6-17)","5,11",0,"25.6, 21.363636363636363","29.6, 25.545454545454547","384.8, 331.54545454545456","364.0, 343.8181818181818","13.0, 24.0","7.0, 20.0","2, 4","3, 7","0, 0","1, 0","2, 3","0, 0",2,"1, 2","3, 6","0, 0",0,0,0,0
156,2005,TB,NFC,South,65217.625,Jon,Gruden,16,1,18.75,17.125,294.75,277.75,23,30,11,5,0,5,1,0,1,9,3,0,1,0,0,0
157,2005,TEN,AFC,South,69149,Jeff,Fisher,16,0,18.6875,26.3125,320.125,319.375,26,20,4,12,0,2,4,0,3,3,9,0,0,0,0,0
158,2005,WAS,NFC,East,89624.875,Joe,Gibbs,16,2,22.4375,18.3125,330.5625,297.9375,27,28,10,6,0,5,1,0,2,10,2,0,1,1,0,0
159,2006,ARI,NFC,West,63603.625,Dennis,Green,16,0,19.625,24.3125,312.5,349.4375,30,33,5,11,0,4,2,0,4,5,7,0,0,0,0,0
160,2006,ATL,NFC,South,70432.75,Jim,Mora,16,0,18.25,20.5,331.875,332.8125,20,26,7,9,0,3,3,0,3,5,7,0,0,0,0,0
161,2006,BAL,AFC,North,70818.375,Brian,Billick,16,1,22.0625,12.5625,317,264.0625,23,40,13,3,0,5,1,0,1,10,2,0,1,0,0,0
162,2006,BUF,AFC,East,67646.125,Dick,Jauron,16,0,18.75,19.4375,266.9375,329.5625,29,24,7,9,0,3,3,0,3,5,7,0,0,0,0,0
163,2006,CAR,NFC,South,73567.125,John,Fox,16,0,16.875,19.0625,307.6875,296.0625,27,22,8,8,0,5,1,0,2,6,6,0,0,0,0,0
164,2006,CHI,NFC,North,62223.25,Lovie,Smith,16,3,26.6875,15.9375,324.9375,294.125,36,44,13,3,0,5,1,0,1,11,1,0,1,2,1,0
165,2006,CIN,AFC,North,65983.75,Marvin,Lewis,16,0,23.3125,20.6875,341.375,355.0625,24,31,8,8,0,4,2,0,2,6,6,0,0,0,0,0
166,2006,CLE,AFC,North,72334,Romeo,Crennel,16,0,14.875,22.25,264.5625,344.6875,42,27,4,12,0,0,6,0,4,3,9,0,0,0,0,0
167,2006,DAL,NFC,East,63288.5,Bill,Parcells,16,1,26.5625,21.875,360.75,322.8125,30,31,9,7,0,2,4,0,2,6,6,0,1,0,0,0
168,2006,DEN,AFC,West,76347.75,Mike,Shanahan,16,0,19.9375,19.0625,309.4375,326.25,30,30,9,7,0,3,3,0,3,8,4,0,0,0,0,0
169,2006,DET,NFC,North,60889.5,Rod,Marinelli,16,0,19.0625,24.875,309.3125,345.625,39,30,3,13,0,0,6,0,4,2,10,0,0,0,0,0
170,2006,GB,NFC,North,70718.625,Mike,McCarthy,16,0,18.8125,22.875,341.125,320.875,33,33,8,8,0,5,1,0,2,7,5,0,0,0,0,0
171,2006,HOU,AFC,South,70183.625,Gary,Kubiak,16,0,16.6875,22.875,278.9375,337.5,25,22,6,10,0,3,3,0,4,6,6,0,0,0,0,0
172,2006,IND,AFC,South,57144.25,Tony,Dungy,16,4,26.6875,22.5,379.375,332.25,19,26,12,4,0,3,3,0,1,9,3,0,1,4,1,1
173,2006,JAX,AFC,South,66858.25,Jack,Del Rio,16,0,23.1875,17.125,338.9375,283.625,23,24,8,8,0,2,4,0,3,5,7,0,0,0,0,0
174,2006,KC,AFC,West,77909.375,Herm,Edwards,16,1,20.6875,19.6875,321.4375,328.875,26,30,9,7,0,4,2,0,2,5,7,0,1,0,0,0
175,2006,MIA,AFC,East,73246.625,Nick,Saban,16,0,16.25,17.6875,310,289.0625,25,27,6,10,0,1,5,0,4,3,9,0,0,0,0,0
176,2006,MIN,NFC,North,63717.875,Brad,Childress,16,0,17.625,20.4375,308.9375,300.1875,32,36,6,10,0,2,4,0,3,6,6,0,0,0,0,0
177,2006,NE,AFC,East,68756,Bill,Belichick,16,3,24.0625,14.8125,335.5625,294.375,27,35,12,4,0,4,2,0,1,8,4,0,1,2,0,0
178,2006,NO,NFC,South,68808.75,Sean,Payton,16,2,25.8125,20.125,391.5,307.3125,23,19,10,6,0,4,2,0,1,9,3,0,1,1,0,0
179,2006,NYG,NFC,East,78613.75,Tom,Coughlin,16,1,22.1875,22.625,325.875,342.4375,28,28,8,8,0,4,2,0,3,7,5,0,1,0,0,0
180,2006,NYJ,AFC,East,77321.875,Eric,Mangini,16,1,19.75,18.4375,305.6875,331.625,25,25,10,6,0,4,2,0,2,7,5,0,1,0,0,0
181,2006,OAK,AFC,West,58495.5,Art,Shell,16,0,10.5,20.75,246.1875,284.8125,46,23,2,14,0,0,6,0,4,1,11,0,0,0,0,0
182,2006,PHI,NFC,East,69224.25,Andy,Reid,16,2,24.875,20.5,381.4375,328.0625,24,29,10,6,0,5,1,0,1,9,3,0,1,1,0,0
183,2006,PIT,AFC,North,62432.625,Bill,Cowher,16,0,22.0625,19.6875,357.8125,300.3125,37,29,8,8,0,3,3,0,3,5,7,0,0,0,0,0
184,2006,SD,AFC,West,66378.875,Marty,Schottenheimer,16,1,30.75,18.9375,365,301.5625,15,28,14,2,0,5,1,0,1,10,2,0,1,0,0,0
185,2006,SEA,NFC,West,67977.5,Mike,Holmgren,16,2,20.9375,21.3125,311.0625,330.3125,34,26,9,7,0,3,3,0,1,7,5,0,1,1,0,0
186,2006,SF,NFC,West,68150.875,Mike,Nolan,16,0,18.625,25.75,303.75,344.1875,32,27,7,9,0,3,3,0,3,5,7,0,0,0,0,0
187,2006,STL,NFC,West,65326.25,Scott,Linehan,16,0,22.9375,23.8125,360.4375,335.125,18,32,8,8,0,2,4,0,2,6,6,0,0,0,0,0
188,2006,TB,NFC,South,65582.625,Jon,Gruden,16,0,13.1875,22.0625,270.0625,329.4375,32,20,4,12,0,0,6,0,4,2,10,0,0,0,0,0
189,2006,TEN,AFC,South,69143,Jeff,Fisher,16,0,20.25,25,300.625,369.6875,26,28,8,8,0,4,2,0,2,5,7,0,0,0,0,0
190,2006,WAS,NFC,East,87631.125,Joe,Gibbs,16,0,19.1875,23.5,327.6875,355.5,17,12,5,11,0,1,5,0,4,3,9,0,0,0,0,0
191,2007,ARI,NFC,West,64580.75,Ken,Whisenhunt,16,0,25.25,24.9375,344.0625,330.1875,36,29,8,8,0,3,3,0,2,5,7,0,0,0,0,0
192,2007,ATL,NFC,South,"68891.71428571429, 64925.0","Bobby,Emmitt","Petrino (Weeks:1-14),Thomas (Weeks:15-17)","13,3",0,"14.23076923076923, 24.666666666666668","23.53846153846154, 36.0","300.84615384615387, 300.6666666666667","343.46153846153845, 407.6666666666667","19.0, 5.0","24.0, 4.0","3, 1","10, 2","0, 0","1, 0","4, 1","0, 0",4,"2, 1","7, 2","0, 0",0,0,0,0
193,2007,BAL,AFC,North,71153.25,Brian,Billick,16,0,17.1875,24,302,301.5625,40,23,5,11,0,1,5,0,4,2,10,0,0,0,0,0
194,2007,BUF,AFC,East,71054.625,Dick,Jauron,16,0,15.75,22.125,277.125,362.9375,21,30,7,9,0,4,2,0,2,6,6,0,0,0,0,0
195,2007,CAR,NFC,South,73402.625,John,Fox,16,0,16.6875,21.6875,284.9375,324.8125,29,30,7,9,0,3,3,0,2,7,5,0,0,0,0,0
196,2007,CHI,NFC,North,62158.375,Lovie,Smith,16,0,20.875,21.75,293.25,354.6875,34,33,7,9,0,2,4,0,4,4,8,0,0,0,0,0
197,2007,CIN,AFC,North,65790,Marvin,Lewis,16,0,23.75,24.0625,348,348.75,30,35,7,9,0,3,3,0,3,6,6,0,0,0,0,0
198,2007,CLE,AFC,North,73000.75,Romeo,Crennel,16,0,25.125,23.875,351.3125,359.5625,29,27,10,6,0,3,3,0,2,7,5,0,0,0,0,0
199,2007,DAL,NFC,East,63534.75,Wade,Phillips,16,1,28.4375,20.3125,365.6875,307.625,24,29,13,3,0,4,2,0,1,10,2,0,1,0,0,0
200,2007,DEN,AFC,West,76611.625,Mike,Shanahan,16,0,20,25.5625,346.3125,336,29,30,7,9,0,3,3,0,2,6,6,0,0,0,0,0
201,2007,DET,NFC,North,61304.5,Rod,Marinelli,16,0,21.625,27.75,322.875,377.625,36,35,7,9,0,3,3,0,3,4,8,0,0,0,0,0
202,2007,GB,NFC,North,70805.375,Mike,McCarthy,16,2,27.1875,18.1875,370.6875,313.3125,24,28,13,3,0,4,2,0,1,9,3,0,1,1,0,0
203,2007,HOU,AFC,South,70519.875,Gary,Kubiak,16,0,23.6875,24,333.5625,344.1875,38,25,8,8,0,1,5,0,4,5,7,0,0,0,0,0
204,2007,IND,AFC,South,57304.625,Tony,Dungy,16,1,28.125,16.375,358.6875,279.6875,19,37,13,3,0,5,1,0,1,9,3,0,1,0,0,0
205,2007,JAX,AFC,South,65301.25,Jack,Del Rio,16,2,25.6875,19,357.4375,313.8125,21,30,11,5,0,2,4,0,2,8,4,0,1,1,0,0
206,2007,KC,AFC,West,76777.125,Herm,Edwards,16,0,14.125,20.9375,276.8125,319.4375,33,22,4,12,0,2,4,0,3,3,9,0,0,0,0,0
207,2007,MIA,AFC,East,72229.375,Cam,Cameron,16,0,16.6875,27.3125,287.5,342.1875,29,22,1,15,0,0,6,0,4,1,11,0,0,0,0,0
208,2007,MIN,NFC,North,63255.75,Brad,Childress,16,0,22.8125,19.4375,336.1875,338.125,30,31,8,8,0,3,3,0,2,6,6,0,0,0,0,0
209,2007,NE,AFC,East,68756,Bill,Belichick,16,3,36.8125,17.125,411.25,288.3125,15,31,16,0,0,6,0,0,1,12,0,0,1,2,1,0
210,2007,NO,NFC,South,70004.5,Sean,Payton,16,0,23.6875,24.25,361.25,348.125,30,23,7,9,0,3,3,0,3,6,6,0,0,0,0,0
211,2007,NYG,NFC,East,78731,Tom,Coughlin,16,4,23.3125,21.9375,331.375,305,34,25,10,6,0,3,3,0,2,7,5,0,1,4,1,1
212,2007,NYJ,AFC,East,77106.875,Eric,Mangini,16,0,16.75,22.1875,294.6875,331.875,25,21,4,12,0,2,4,0,3,4,8,0,0,0,0,0
213,2007,OAK,AFC,West,59109.5,Lane,Kiffin,16,0,17.6875,24.875,294.8125,341.625,37,26,4,12,0,2,4,0,4,4,8,0,0,0,0,0
214,2007,PHI,NFC,East,68169.625,Andy,Reid,16,0,21,18.75,358.0625,311.375,27,19,8,8,0,2,4,0,4,5,7,0,0,0,0,0
215,2007,PIT,AFC,North,62084.375,Mike,Tomlin,16,1,24.5625,16.8125,327.4375,266.375,22,25,10,6,0,5,1,0,1,7,5,0,1,0,0,0
216,2007,SD,AFC,West,65502.375,Norv,Turner,16,3,25.75,17.75,315.25,320.25,24,48,11,5,0,5,1,0,1,9,3,0,1,2,0,0
217,2007,SEA,NFC,West,68193.875,Mike,Holmgren,16,2,24.5625,18.1875,348.9375,321.8125,24,34,10,6,0,5,1,0,1,8,4,0,1,1,0,0
218,2007,SF,NFC,West,68028.25,Mike,Nolan,16,0,13.6875,22.75,237.3125,346.1875,34,22,5,11,0,3,3,0,3,4,8,0,0,0,0,0
219,2007,STL,NFC,West,64294.25,Scott,Linehan,16,0,16.4375,27.375,297.5,341.0625,37,27,3,13,0,1,5,0,4,3,9,0,0,0,0,0
220,2007,TB,NFC,South,65316.25,Jon,Gruden,16,1,20.875,16.875,326.8125,278.1875,20,35,9,7,0,5,1,0,1,8,4,0,1,0,0,0
221,2007,TEN,AFC,South,69143,Jeff,Fisher,16,1,18.8125,18.5625,311.6875,291.5625,34,34,10,6,0,4,2,0,3,7,5,0,1,0,0,0
222,2007,WAS,NFC,East,88090.25,Joe,Gibbs,16,1,20.875,19.375,333.375,305.25,29,24,9,7,0,3,3,0,3,7,5,0,1,0,0,0
223,2008,ARI,NFC,West,64096.875,Ken,Whisenhunt,16,4,26.6875,26.625,365.75,331.5,30,30,9,7,0,6,0,0,1,7,5,0,1,3,1,0
224,2008,ATL,NFC,South,62851.625,Mike,Smith,16,1,24.4375,20.3125,361.1875,347.875,21,18,11,5,0,3,3,0,2,8,4,0,1,0,0,0
225,2008,BAL,AFC,North,71269,John,Harbaugh,16,3,24.0625,15.25,324,261.0625,21,34,11,5,0,4,2,0,2,8,4,0,1,2,0,0
226,2008,BUF,AFC,East,68996.125,Dick,Jauron,16,0,21,21.375,305.125,326.0625,30,22,7,9,0,0,6,0,4,5,7,0,0,0,0,0
227,2008,CAR,NFC,South,73210.5,John,Fox,16,1,25.875,20.5625,349.6875,331.1875,19,25,12,4,0,4,2,0,1,8,4,0,1,0,0,0
228,2008,CHI,NFC,North,62034.5,Lovie,Smith,16,0,23.4375,21.875,295.875,334.6875,27,32,9,7,0,4,2,0,2,7,5,0,0,0,0,0
229,2008,CIN,AFC,North,64582.875,Marvin,Lewis,16,0,12.75,22.75,245.375,325.5,26,24,4,11,1,1,5,0,3,3,9,0,0,0,0,0
230,2008,CLE,AFC,North,72778.75,Romeo,Crennel,16,0,14.5,21.875,249.0625,356.5,26,31,4,12,0,1,5,0,4,3,9,0,0,0,0,0
231,2008,DAL,NFC,East,63368,Wade,Phillips,16,0,22.625,22.8125,344.5,294.3125,33,22,9,7,0,3,3,0,3,7,5,0,0,0,0,0
232,2008,DEN,AFC,West,75509.25,Mike,Shanahan,16,0,23.125,28,395.8125,374.5625,30,13,8,8,0,3,3,0,2,5,7,0,0,0,0,0
233,2008,DET,NFC,North,54497.375,Rod,Marinelli,16,0,16.75,32.3125,268.25,404.375,29,20,0,16,0,0,6,0,4,0,12,0,0,0,0,0
234,2008,GB,NFC,North,70682.5,Mike,McCarthy,16,0,26.1875,23.75,351.125,334.3125,21,28,6,10,0,4,2,0,3,5,7,0,0,0,0,0
235,2008,HOU,AFC,South,70420.5,Gary,Kubiak,16,0,22.875,24.625,382.0625,336.5625,32,22,8,8,0,2,4,0,3,5,7,0,0,0,0,0
236,2008,IND,AFC,South,66378.25,Tony,Dungy,16,1,23.5625,18.625,335.5,310.9375,17,26,12,4,0,4,2,0,2,10,2,0,1,0,0,0
237,2008,JAX,AFC,South,65167.25,Jack,Del Rio,16,0,18.875,22.9375,319.125,330.9375,24,17,5,11,0,2,4,0,4,3,9,0,0,0,0,0
238,2008,KC,AFC,West,74077.75,Herm,Edwards,16,0,18.1875,27.5,308.6875,393.1875,24,29,2,14,0,2,4,0,4,2,10,0,0,0,0,0
239,2008,MIA,AFC,East,65489.875,Tony,Sparano,16,1,21.5625,19.8125,345.5625,329,13,30,11,5,0,4,2,0,1,8,4,0,1,0,0,0
240,2008,MIN,NFC,North,63267,Brad,Childress,16,1,23.6875,20.8125,330.5,292.4375,31,25,10,6,0,4,2,0,1,8,4,0,1,0,0,0
241,2008,NE,AFC,East,68756,Bill,Belichick,16,0,25.625,19.3125,365.4375,309,21,22,11,5,0,4,2,0,2,7,5,0,0,0,0,0
242,2008,NO,NFC,South,71734.5,Sean,Payton,16,0,28.9375,24.5625,410.6875,339.5,26,22,8,8,0,2,4,0,4,5,7,0,0,0,0,0
243,2008,NYG,NFC,East,79069.25,Tom,Coughlin,16,1,26.6875,18.375,355.9375,292,13,22,12,4,0,4,2,0,1,9,3,0,1,0,0,0
244,2008,NYJ,AFC,East,78482.25,Eric,Mangini,16,0,25.3125,22.25,331.6875,329.375,31,30,9,7,0,4,2,0,3,7,5,0,0,0,0,0
245,2008,OAK,AFC,West,"62285.0, 56371.666666666664","Lane,Tom","Kiffin (Weeks:1-5),Cable (Weeks:6-17)","4,12",0,"19.5, 15.416666666666666","25.25, 23.916666666666668","308.0, 260.3333333333333","326.0, 372.5833333333333","6.0, 17.0","7.0, 17.0","1, 4","3, 8","0, 0","1, 1","2, 2","0, 0",3,"1, 3","3, 5","0, 0",0,0,0,0
246,2008,PHI,NFC,East,69144,Andy,Reid,16,3,26,18.0625,350.5,274.3125,26,29,9,6,1,2,4,0,2,7,5,0,1,2,0,0
247,2008,PIT,AFC,North,62890.625,Mike,Tomlin,16,3,21.6875,13.9375,311.9375,237.1875,25,29,12,4,0,6,0,0,1,10,2,0,1,3,1,1
248,2008,SD,AFC,West,68138.375,Norv,Turner,16,2,27.4375,21.6875,349,349.9375,20,24,8,8,0,5,1,0,1,7,5,0,1,1,0,0
249,2008,SEA,NFC,West,67995.625,Mike,Holmgren,16,0,18.375,24.5,274.0625,378,27,20,4,12,0,3,3,0,3,3,9,0,0,0,0,0
