,year,team,Conference,Division,AverageHomeAttendance,CoachFirst,CoachLast,RSGamesCoached,POGamesCoached,PointsScoredPG,PointsAllowedPG,YardsGainedPG,YardsAllowedPG,TurnoversTotal,TurnoversCausedTotal,SeasonWins,SeasonLosses,SeasonTies,DivisionWins,DivisionLosses,DivisionTies,DivisionRank,ConferenceWins,ConferenceLosses,ConferenceTies,Playoffs,PlayoffWins,WonConference,WonSB
487,2016,DAL,NFC,East,92539.75,Jason,Garrett,16,1,26.3125,19.125,376.6875,343.9375,15,20,13,3,0,3,3,0,1,9,3,0,1,0,0,0
488,2016,DEN,AFC,West,"76774.125, None","Gary,Joe","Kubiak (Weeks:1-5, 7-17),DeCamillis (Weeks:6)","15,1",0,"21.333333333333332, 13.0","18.4, 21.0","324.3333333333333, 304.0","319.46666666666664, 265.0","23.0, 2.0","25.0, 2.0","9, 0","6, 1","0, 0","2, 0","3, 1","0, 0",3,"6, 0","5, 1","0, 0",0,0,0,0
489,2016,DET,NFC,North,60792.75,Jim,Caldwell,16,1,21.625,22.375,338.8125,354.75,15,14,9,7,0,3,3,0,2,7,5,0,1,0,0,0
490,2016,GB,NFC,North,78215.875,Mike,McCarthy,16,3,27,24.25,368.75,363.9375,17,25,10,6,0,5,1,0,1,8,4,0,1,2,0,0
491,2016,HOU,AFC,South,71868.375,Bill,O'Brien,16,2,17.4375,20.5,314.6875,301.3125,24,17,9,7,0,5,1,0,1,7,5,0,1,1,0,0
492,2016,IND,AFC,South,65549.125,Chuck,Pagano,16,0,25.6875,24.5,364.375,382.875,22,17,8,8,0,3,3,0,3,5,7,0,0,0,0,0
493,2016,JAX,AFC,South,"65364.42857142857, 59621.0","Gus,Doug","Bradley (Weeks:1-15),Marrone (Weeks:16-17)","14,2",0,"18.571428571428573, 29.0","25.642857142857142, 20.5","319.57142857142856, 442.5","321.42857142857144, 323.5","26.0, 3.0","10.0, 3.0","2, 1","12, 1","0, 0","1, 1","3, 1","0, 0",4,"1, 1","9, 1","0, 0",0,0,0,0
494,2016,KC,AFC,West,73328,Andy,Reid,16,1,24.3125,19.4375,343,368.5,17,33,12,4,0,6,0,0,1,9,3,0,1,0,0,0
495,2016,LAR,NFC,West,"83488.83333333333, 82192.5","Jeff,John","Fisher (Weeks:1-14) ,Fassel (Weeks:15-17)","13,3",0,"14.923076923076923, 10.0","23.384615384615383, 30.0","286.15384615384613, 161.0","340.46153846153845, 322.0","24.0, 5.0","13.0, 5.0","4, 0","9, 3","0, 0","2, 0","1, 3","0, 0",3,"3, 0","6, 3","0, 0",0,0,0,0
496,2016,MIA,AFC,East,65512.625,Adam,Gase,16,1,22.6875,23.75,332.75,382.625,23,25,10,6,0,4,2,0,2,7,5,0,1,0,0,0
497,2016,MIN,NFC,North,"66786.125, None","Mike,Mike","Zimmer (Weeks:1-13,15-17),Priefer (Weeks:14)","15,1",0,"20.133333333333333, 25.0","19.4, 16.0","310.93333333333334, 377.0","314.8666666666667, 315.0","15.0, 1.0","27.0, 0.0","7, 1","8, 0","0, 0","2, 0","4, 0","0, 0",3,"5, 0","7, 0","0, 0",0,0,0,0
498,2016,NE,AFC,East,66829,Bill,Belichick,16,3,27.5625,15.625,386.25,326.4375,11,23,14,2,0,5,1,0,1,11,1,0,1,3,1,1
499,2016,NO,NFC,South,73109.5,Sean,Payton,16,0,29.3125,28.375,426,375.375,24,21,7,9,0,2,4,0,3,6,6,0,0,0,0,0
500,2016,NYG,NFC,East,78789.375,Ben,McAdoo,16,1,19.375,17.75,330.6875,339.6875,27,25,11,5,0,4,2,0,2,8,4,0,1,0,0,0
501,2016,NYJ,AFC,East,78160,Todd,Bowles,16,0,17.1875,25.5625,329.25,342.4375,34,14,5,11,0,2,4,0,4,4,8,0,0,0,0,0
502,2016,OAK,AFC,West,57320.125,Jack,Del Rio,16,1,26,24.0625,373.3125,375.0625,14,30,12,4,0,3,3,0,2,9,3,0,1,0,0,0
503,2016,PHI,NFC,East,69596,Doug,Pederson,16,0,22.9375,20.6875,337.375,342.75,20,26,7,9,0,2,4,0,4,5,7,0,0,0,0,0
504,2016,PIT,AFC,North,64312.875,Mike,Tomlin,16,3,24.9375,20.4375,372.625,342.625,18,23,11,5,0,5,1,0,1,9,3,0,1,2,0,0
505,2016,SD,AFC,West,57024.625,Mike,McCoy,16,0,25.625,26.4375,356.75,347.125,35,28,5,11,0,1,5,0,4,4,8,0,0,0,0,0
506,2016,SEA,NFC,West,69073.5,Pete,Carroll,16,2,22.125,18.25,357.1875,318.6875,18,19,10,5,1,3,2,1,1,6,5,1,1,1,0,0
507,2016,SF,NFC,West,70178,Chip,Kelly,16,0,19.3125,30,308.125,406.375,25,20,2,14,0,2,4,0,4,2,10,0,0,0,0,0
508,2016,TB,NFC,South,60624.75,Dirk,Koetter,16,0,22.125,23.0625,346.375,367.9375,27,29,9,7,0,4,2,0,2,7,5,0,0,0,0,0
509,2016,TEN,AFC,South,64659.125,Mike,Mularkey,16,0,23.8125,23.625,358,357.5,18,18,9,7,0,2,4,0,2,6,6,0,0,0,0,0
510,2016,WAS,NFC,East,78304,Jay,Gruden,16,0,24.75,23.9375,403.375,377.875,21,21,8,7,1,3,3,0,3,6,6,0,0,0,0,0
511,2017,ARI,NFC,West,64217.625,Bruce,Arians,16,0,18.4375,22.5625,314.125,310.8125,25,21,8,8,0,3,3,0,3,5,7,0,0,0,0,0
512,2017,ATL,NFC,South,71960.125,Dan,Quinn,16,2,22.0625,19.6875,364.8125,318.375,18,16,10,6,0,4,2,0,3,9,3,0,1,1,0,0
513,2017,BAL,AFC,North,70588.625,John,Harbaugh,16,0,24.6875,18.9375,305.375,325.0625,17,34,9,7,0,3,3,0,2,7,5,0,0,0,0,0
514,2017,BUF,AFC,East,66775,Sean,McDermott,16,1,18.875,22.4375,302.625,355.125,16,25,9,7,0,3,3,0,2,7,5,0,1,0,0,0
515,2017,CAR,NFC,South,73617.75,Ron,Rivera,16,1,22.6875,20.4375,323.6875,317.125,22,21,11,5,0,3,3,0,2,7,5,0,1,0,0,0
516,2017,CHI,NFC,North,61017.125,John,Fox,16,0,16.5,20,287.4375,319.125,22,22,5,11,0,0,6,0,4,1,11,0,0,0,0,0
517,2017,CIN,AFC,North,53242.125,Marvin,Lewis,16,0,18.125,21.8125,280.5,339.0625,23,14,7,9,0,3,3,0,3,6,6,0,0,0,0,0
518,2017,CLE,AFC,North,63882.5,Hue,Jackson,16,0,14.625,25.625,308.875,328.125,41,13,0,16,0,0,6,0,4,0,12,0,0,0,0,0
519,2017,DAL,NFC,East,92721.875,Jason,Garrett,16,0,22.125,20.75,331.9375,318.0625,22,21,9,7,0,5,1,0,2,7,5,0,0,0,0,0
520,2017,DEN,AFC,West,76355.75,Vance,Joseph,16,0,18.0625,23.875,324.0625,290,34,17,5,11,0,2,4,0,4,4,8,0,0,0,0,0
521,2017,DET,NFC,North,64137.5,Jim,Caldwell,16,0,25.625,23.5,337.75,355.75,22,32,9,7,0,5,1,0,2,8,4,0,0,0,0,0
522,2017,GB,NFC,North,78092.75,Mike,McCarthy,16,0,20,24,305.6875,348.875,25,22,7,9,0,2,4,0,3,5,7,0,0,0,0,0
523,2017,HOU,AFC,South,71774.625,Bill,O'Brien,16,0,21.125,27.25,320,346.625,28,16,4,12,0,1,5,0,3,3,9,0,0,0,0,0
524,2017,IND,AFC,South,63440.625,Chuck,Pagano,16,0,16.4375,25.25,284.5625,367.0625,15,20,4,12,0,2,4,0,3,3,9,0,0,0,0,0
525,2017,JAX,AFC,South,64303.375,Doug,Marrone,16,3,26.0625,16.75,365.9375,286.125,23,33,10,6,0,4,2,0,1,9,3,0,1,2,0,0
526,2017,KC,AFC,West,74106.375,Andy,Reid,16,1,25.9375,21.1875,375.4375,365.125,11,26,10,6,0,5,1,0,1,8,4,0,1,0,0,0
527,2017,LAC,AFC,West,25335.875,Anthony,Lynn,16,0,22.1875,17,376.625,328.375,15,27,9,7,0,3,3,0,2,6,6,0,0,0,0,0
528,2017,LAR,NFC,West,63392,Sean,McVay,16,1,29.875,20.5625,361.5,339.5,21,28,11,5,0,4,2,0,1,7,5,0,1,0,0,0
529,2017,MIA,AFC,East,67627.75,Adam,Gase,16,0,17.5625,24.5625,307.6875,335.6875,29,15,6,10,0,2,4,0,3,5,7,0,0,0,0,0
530,2017,MIN,NFC,North,66721.125,Mike,Zimmer,16,2,23.875,15.75,356.875,275.9375,14,19,13,3,0,5,1,0,1,10,2,0,1,1,0,0
531,2017,NE,AFC,East,65878,Bill,Belichick,16,3,28.625,18.5,394.1875,366,12,18,13,3,0,5,1,0,1,10,2,0,1,2,1,0
532,2017,NO,NFC,South,73139.125,Sean,Payton,16,2,28,20.375,391.1875,336.5,18,25,11,5,0,4,2,0,1,8,4,0,1,1,0,0
533,2017,NYG,NFC,East,"77228.8, 77096.66666666667","Ben,Steve","McAdoo (Weeks:1-13),Spagnuolo (Weeks:14-17)","12,4",0,"15.75, 14.25","24.25, 24.25","293.3333333333333, 377.0","390.8333333333333, 320.25","15.0, 7.0","14.0, 5.0","2, 1","10, 3","0, 0","0, 1","3, 2","0, 0",4,"0, 1","8, 3","0, 0",0,0,0,0
534,2017,NYJ,AFC,East,77562,Todd,Bowles,16,0,18.625,23.875,305.25,352.25,24,20,5,11,0,2,4,0,4,5,7,0,0,0,0,0
535,2017,OAK,AFC,West,57642.125,Jack,Del Rio,16,0,18.8125,23.3125,324.0625,350.0625,28,14,6,10,0,2,4,0,3,5,7,0,0,0,0,0
536,2017,PHI,NFC,East,69596,Doug,Pederson,16,3,28.5625,18.4375,365.75,306.5,20,31,13,3,0,5,1,0,1,10,2,0,1,3,1,1
537,2017,PIT,AFC,North,62471,Mike,Tomlin,16,1,25.375,19.25,377.9375,306.875,20,22,13,3,0,6,0,0,1,10,2,0,1,0,0,0
538,2017,SEA,NFC,West,68976.125,Pete,Carroll,16,0,22.875,20.75,330.375,323.1875,17,25,9,7,0,4,2,0,2,7,5,0,0,0,0,0
539,2017,SF,NFC,West,70144.375,Kyle,Shanahan,16,0,20.6875,23.9375,349.1875,351.5625,23,20,6,10,0,1,5,0,4,3,9,0,0,0,0,0
540,2017,TB,NFC,South,59952.25,Dirk,Koetter,16,0,20.9375,23.875,363.375,378.0625,27,26,5,11,0,1,5,0,4,3,9,0,0,0,0,0
541,2017,TEN,AFC,South,65651.75,Mike,Mularkey,16,2,20.875,22.25,314,328,25,21,9,7,0,5,1,0,2,8,4,0,1,1,0,0
542,2017,WAS,NFC,East,75175.625,Jay,Gruden,16,0,21.375,24.25,324.9375,347.875,27,23,7,9,0,1,5,0,3,5,7,0,0,0,0,0
543,2018,ARI,NFC,West,62013.875,Steve,Wilks,16,0,14.0625,26.5625,241.5625,358.8125,28,16,3,13,0,2,4,0,4,3,9,0,0,0,0,0
544,2018,ATL,NFC,South,72898,Dan,Quinn,16,0,25.875,26.4375,389.125,384.5,18,19,7,9,0,4,2,0,2,7,5,0,0,0,0,0
545,2018,BAL,AFC,North,70431.375,John,Harbaugh,16,1,24.3125,17.9375,374.9375,292.9375,20,17,10,6,0,3,3,0,1,8,4,0,1,0,0,0
546,2018,BUF,AFC,East,64961.875,Sean,McDermott,16,0,16.8125,23.375,298.625,294.125,32,27,6,10,0,2,4,0,3,4,8,0,0,0,0,0
547,2018,CAR,NFC,South,73772.75,Ron,Rivera,16,0,23.5,23.875,373.25,353.1875,22,23,7,9,0,2,4,0,3,5,7,0,0,0,0,0
548,2018,CHI,NFC,North,61343.75,Matt,Nagy,16,1,26.3125,17.6875,343.875,299.6875,24,36,12,4,0,5,1,0,1,10,2,0,1,0,0,0
549,2018,CIN,AFC,North,50753.5,Marvin,Lewis,16,0,23,28.4375,310.75,413.625,17,18,6,10,0,1,5,0,4,4,8,0,0,0,0,0
550,2018,CLE,AFC,North,"67431.0, 64099.5","Hue,Gregg","Jackson (Weeks:1-8),Williams (Weeks:9-17)","8,8",0,"21.125, 23.75","26.25, 22.75","342.375, 395.125","414.5, 371.5","11.0, 13.0","22.0, 9.0","2, 5","5, 3","1, 0","1, 2","1, 1","1, 0",3,"2, 3","3, 3","1, 0",0,0,0,0
551,2018,DAL,NFC,East,91619.75,Jason,Garrett,16,2,21.1875,20.25,343.8125,329.25,17,20,10,6,0,5,1,0,1,9,3,0,1,1,0,0
552,2018,DEN,AFC,West,76446.375,Vance,Joseph,16,0,20.5625,21.8125,350.125,365.125,21,28,6,10,0,2,4,0,3,4,8,0,0,0,0,0
553,2018,DET,NFC,North,62757.625,Matt,Patricia,16,0,20.25,22.5,327.25,335,19,14,6,10,0,2,4,0,4,4,8,0,0,0,0,0
554,2018,GB,NFC,North,"78001.16666666667, 77335.0","Mike,Joe","McCarthy (Weeks:1-13),Philbin (Weeks:14-17)","12,4",0,"23.416666666666668, 23.75","23.916666666666668, 28.25","380.5833333333333, 334.5","351.8333333333333, 362.0","12.0, 3.0","12.0, 3.0","4, 2","7, 2","1, 0","1, 0","2, 2","1, 0",3,"2, 1","6, 2","1, 0",0,0,0,0
555,2018,HOU,AFC,South,71804.875,Bill,O'Brien,16,1,25.125,19.75,362.625,343.125,16,29,11,5,0,4,2,0,1,9,3,0,1,0,0,0
556,2018,IND,AFC,South,59199.75,Frank,Reich,16,2,27.0625,21.5,386.1875,339.6875,24,26,10,6,0,4,2,0,2,7,5,0,1,1,0,0
557,2018,JAX,AFC,South,69073.625,Doug,Marrone,16,0,15.3125,19.75,302,311.4375,29,17,5,11,0,1,5,0,4,4,8,0,0,0,0,0
558,2018,KC,AFC,West,75972.5,Andy,Reid,16,2,35.3125,26.3125,425.625,405.5,18,27,12,4,0,5,1,0,1,10,2,0,1,1,0,0
559,2018,LAC,AFC,West,32768.125,Anthony,Lynn,16,2,26.75,20.5625,372.625,333.6875,19,20,12,4,0,4,2,0,2,9,3,0,1,1,0,0
560,2018,LAR,NFC,West,72429.875,Sean,McVay,16,3,32.9375,24,421.125,358.5625,19,30,13,3,0,6,0,0,1,9,3,0,1,2,1,0
561,2018,MIA,AFC,East,65560,Adam,Gase,16,0,19.9375,27.0625,289.875,391.0625,23,28,7,9,0,4,2,0,2,6,6,0,0,0,0,0
562,2018,MIN,NFC,North,66811.375,Mike,Zimmer,16,0,22.5,21.3125,345.5625,309.6875,20,20,8,7,1,3,2,1,2,6,5,1,0,0,0,0
563,2018,NE,AFC,East,65878,Bill,Belichick,16,3,27.25,20.3125,393.4375,359.125,18,28,11,5,0,5,1,0,1,8,4,0,1,3,1,1
564,2018,NO,NFC,South,73051.375,Sean,Payton,16,2,31.5,22.0625,379.1875,349.0625,16,24,13,3,0,4,2,0,1,9,3,0,1,1,0,0
565,2018,NYG,NFC,East,76940.625,Pat,Shurmur,16,0,23.0625,25.75,356.0625,371.375,19,21,5,11,0,1,5,0,4,4,8,0,0,0,0,0
566,2018,NYJ,AFC,East,77982,Todd,Bowles,16,0,20.8125,27.5625,299.1875,380.375,30,20,4,12,0,1,5,0,4,3,9,0,0,0,0,0
567,2018,OAK,AFC,West,57919.125,Jon,Gruden,16,0,18.125,29.1875,336.1875,381.375,24,17,4,12,0,1,5,0,4,3,9,0,0,0,0,0
568,2018,PHI,NFC,East,69696,Doug,Pederson,16,2,22.9375,21.75,365.3125,366.1875,23,17,9,7,0,4,2,0,2,6,6,0,1,1,0,0
569,2018,PIT,AFC,North,63456.375,Mike,Tomlin,16,0,26.75,22.5,403.3125,327.1875,26,15,9,6,1,4,1,1,2,6,5,1,0,0,0,0
570,2018,SEA,NFC,West,69001.125,Pete,Carroll,16,1,26.75,21.6875,353.3125,353.3125,11,26,10,6,0,3,3,0,2,8,4,0,1,0,0,0
571,2018,SF,NFC,West,69148.75,Kyle,Shanahan,16,0,21.375,27.1875,360.5625,346.625,32,7,4,12,0,1,5,0,3,2,10,0,0,0,0,0
572,2018,TB,NFC,South,54356.875,Dirk,Koetter,16,0,24.75,29,415.5,383.375,35,17,5,11,0,2,4,0,4,4,8,0,0,0,0,0
573,2018,TEN,AFC,South,64520.125,Mike,Vrabel,16,0,19.375,18.9375,312.625,333.375,18,17,9,7,0,3,3,0,3,5,7,0,0,0,0,0
574,2018,WAS,NFC,East,61028.375,Jay,Gruden,16,0,17.5625,22.4375,299.6875,353.375,19,26,7,9,0,2,4,0,3,6,6,0,0,0,0,0
575,2019,ARI,NFC,West,61323.25,Kliff,Kingsbury,16,0,22.5625,27.625,341.6875,402,18,17,5,10,1,1,5,0,4,3,8,1,0,0,0,0
576,2019,ATL,NFC,South,71601.375,Dan,Quinn,16,0,23.8125,24.9375,379.6875,355.8125,25,20,7,9,0,4,2,0,2,6,6,0,0,0,0,0
577,2019,BAL,AFC,North,70627.5,John,Harbaugh,16,1,33.1875,17.625,407.5625,300.5625,15,25,14,2,0,5,1,0,1,10,2,0,1,0,0,0
578,2019,BUF,AFC,East,68839.125,Sean,McDermott,16,1,19.625,16.1875,330.1875,298.25,19,23,10,6,0,3,3,0,2,7,5,0,1,0,0,0
579,2019,CAR,NFC,South,"72169.66666666667, 72373.5","Ron,Perry","Rivera (Weeks:1-13),Fewell (Weeks:14-17)","12,4",0,"23.333333333333332, 15.0","26.666666666666668, 37.5","341.25, 343.5","366.6666666666667, 398.0","22.0, 13.0","20.0, 1.0","5, 0","7, 4","0, 0","1, 0","3, 2","0, 0",4,"2, 0","7, 3","0, 0",0,0,0,0
580,2019,CHI,NFC,North,61916.5,Matt,Nagy,16,0,17.5,18.625,296.8125,324.125,19,19,8,8,0,4,2,0,3,7,5,0,0,0,0,0
581,2019,CIN,AFC,North,47179,Zac,Taylor,16,0,17.4375,26.25,323.0625,393.6875,30,16,2,14,0,1,5,0,4,2,10,0,0,0,0,0
582,2019,CLE,AFC,North,67431,Freddie,Kitchens,16,0,20.9375,24.5625,340.9375,361.5625,28,20,6,10,0,3,3,0,3,6,6,0,0,0,0,0
583,2019,DAL,NFC,East,90929,Jason,Garrett,16,0,27.125,20.0625,431.5,327,18,17,8,8,0,5,1,0,2,7,5,0,0,0,0,0
584,2019,DEN,AFC,West,75937.125,Vic,Fangio,16,0,17.625,19.75,298.5625,337,16,17,7,9,0,3,3,0,2,6,6,0,0,0,0,0
585,2019,DET,NFC,North,61342.125,Matt,Patricia,16,0,21.3125,26.4375,346.8125,400.375,23,18,3,12,1,0,6,0,4,2,9,1,0,0,0,0
586,2019,GB,NFC,North,77845.25,Matt,LaFleur,16,2,23.5,19.5625,345.5,352.625,13,25,13,3,0,6,0,0,1,10,2,0,1,1,0,0
587,2019,HOU,AFC,South,71793.125,Bill,O'Brien,16,2,23.625,24.0625,362,388.3125,22,22,10,6,0,4,2,0,1,8,4,0,1,1,0,0
588,2019,IND,AFC,South,61110.75,Frank,Reich,16,0,22.5625,23.3125,327.375,346.8125,21,23,7,9,0,3,3,0,3,5,7,0,0,0,0,0
589,2019,JAX,AFC,South,63085.75,Doug,Marrone,16,0,18.75,24.8125,341.75,375.4375,20,19,6,10,0,2,4,0,4,6,6,0,0,0,0,0
590,2019,KC,AFC,West,73465.375,Andy,Reid,16,3,28.1875,19.25,379.1875,349.625,15,23,12,4,0,6,0,0,1,9,3,0,1,3,1,1
591,2019,LAC,AFC,West,31750.875,Anthony,Lynn,16,0,21.0625,21.5625,367.4375,313.0625,31,14,5,11,0,0,6,0,4,3,9,0,0,0,0,0
592,2019,LAR,NFC,West,72790.625,Sean,McVay,16,0,24.625,22.75,374.875,339.625,24,24,9,7,0,3,3,0,3,7,5,0,0,0,0,0
593,2019,MIA,AFC,East,63067.5,Brian,Flores,16,0,19.125,30.875,310,397.75,26,16,5,11,0,2,4,0,4,4,8,0,0,0,0,0
594,2019,MIN,NFC,North,66849.25,Mike,Zimmer,16,2,25.4375,18.9375,353.5,341.5625,20,31,10,6,0,2,4,0,2,7,5,0,1,1,0,0
595,2019,NE,AFC,East,65878,Bill,Belichick,16,1,26.25,14.0625,354,275.875,15,36,12,4,0,5,1,0,1,8,4,0,1,0,0,0
596,2019,NO,NFC,South,73082.5,Sean,Payton,16,1,28.625,21.3125,373.875,333.0625,8,23,13,3,0,5,1,0,1,9,3,0,1,0,0,0
597,2019,NYG,NFC,East,74664.5,Pat,Shurmur,16,0,21.3125,28.1875,338.5,377.3125,33,16,4,12,0,2,4,0,3,3,9,0,0,0,0,0
598,2019,NYJ,AFC,East,78523,Adam,Gase,16,0,17.25,22.4375,273,323.125,25,21,7,9,0,2,4,0,3,4,8,0,0,0,0,0
599,2019,OAK,AFC,West,53538.875,Jon,Gruden,16,0,19.5625,26.1875,363.6875,354.8125,17,15,7,9,0,3,3,0,3,5,7,0,0,0,0,0
600,2019,PHI,NFC,East,69783.5,Doug,Pederson,16,1,24.0625,22.125,360.75,331.6875,23,20,9,7,0,5,1,0,1,7,5,0,1,0,0,0
601,2019,PIT,AFC,North,62237,Mike,Tomlin,16,0,18.0625,18.9375,276.75,304.125,30,38,8,8,0,3,3,0,2,6,6,0,0,0,0,0
602,2019,SEA,NFC,West,68990.875,Pete,Carroll,16,2,25.3125,24.875,374.4375,381.625,20,32,11,5,0,3,3,0,2,8,4,0,1,1,0,0
603,2019,SF,NFC,West,70305.375,Kyle,Shanahan,16,3,29.9375,19.375,381.0625,281.8125,23,27,13,3,0,5,1,0,1,10,2,0,1,2,1,0
604,2019,TB,NFC,South,51898.625,Bruce,Arians,16,0,28.625,28.0625,397.875,343.9375,41,28,7,9,0,2,4,0,3,5,7,0,0,0,0,0
605,2019,TEN,AFC,South,64509.25,Mike,Vrabel,16,3,25.125,20.6875,362.8125,359.5,17,23,9,7,0,3,3,0,2,7,5,0,1,2,0,0
606,2019,WAS,NFC,East,"72979.33333333333, 60993.6","Jay,Bill","Gruden (Weeks:1-5),Callahan (Weeks:6-17)","5,11",0,"14.6, 17.545454545454547","30.2, 25.818181818181817","281.6, 271.54545454545456","407.8, 374.8181818181818","11.0, 10.0","7.0, 15.0","0, 3","5, 8","0, 0","0, 0","3, 3","0, 0",4,"0, 2","4, 6","0, 0",0,0,0,0
